country_code,year,poor,population,region_name,country_name,effective_headcount
PNG,1989,3399289.2,4206000,East Asia & Pacific,Papua New Guinea,0.8082
POL,1989,90784.8,37827000,Europe & Central Asia,Poland,0.0024
PRI,1989,26559.0534869469,3487000,Other High Income Countries,Puerto Rico,0.00761659119212701
PRK,1989,17591850.5768547,19994000,East Asia & Pacific,"Korea, Dem. People's Rep.",0.879856485788473
PRT,1989,241760.7,9949000,Other High Income Countries,Portugal,0.0243
PRY,1989,201096,4104000,Latin America & Caribbean,Paraguay,0.049
PSE,1989,163740.9,2019000,Middle East & North Africa,West Bank and Gaza,0.0811
PYF,1989,1477.61869127264,194000,Other High Income Countries,French Polynesia,0.00761659119212702
QAT,1989,3518.86513076268,462000,Other High Income Countries,Qatar,0.00761659119212701
ROU,1989,147879.9,23473000,Europe & Central Asia,Romania,0.0063
RUS,1989,12045062,146891000,Europe & Central Asia,Russian Federation,0.082
RWA,1989,6420243.2,7217000,Sub-Saharan Africa,Rwanda,0.8896
SAU,1989,120007.010823153,15756000,Other High Income Countries,Saudi Arabia,0.00761659119212701
SDN,1989,13157310,19475000,Sub-Saharan Africa,Sudan,0.6756
SEN,1989,6239059.2,7328000,Sub-Saharan Africa,Senegal,0.8514
SGP,1989,22392.7781048534,2940000,Other High Income Countries,Singapore,0.00761659119212701
SLB,1989,223492.8,303000,East Asia & Pacific,Solomon Islands,0.7376
SLE,1989,3437865.9,4249000,Sub-Saharan Africa,Sierra Leone,0.8091
SLV,1989,1695303.4,5186000,Latin America & Caribbean,El Salvador,0.3269
SMR,1989,175.181597418921,23000,Other High Income Countries,San Marino,0.00761659119212701
SOM,1989,5447721.97498588,7298000,Sub-Saharan Africa,Somalia,0.746467795969564
SRB,1989,38749.1,9451000,Europe & Central Asia,Serbia,0.0041
STP,1989,55122.6,111000,Sub-Saharan Africa,Sao Tome and Principe,0.4966
SUR,1989,18274.2,399000,Latin America & Caribbean,Suriname,0.0458
SVK,1989,0,5267000,Europe & Central Asia,Slovak Republic,0
SVN,1989,800.4,2001000,Europe & Central Asia,Slovenia,4e-04
SWE,1989,21285,8514000,Other High Income Countries,Sweden,0.0025
SWZ,1989,793349.2,833000,Sub-Saharan Africa,Eswatini,0.9524
SXM,1989,205.647962187429,27000,Other High Income Countries,Sint Maarten (Dutch part),0.00761659119212701
SYC,1989,3081.4,71000,Sub-Saharan Africa,Seychelles,0.0434
SYR,1989,4102368,12080000,Middle East & North Africa,Syrian Arab Republic,0.3396
TCA,1989,83.7825031133972,11000,Other High Income Countries,Turks and Caicos Islands,0.00761659119212701
TCD,1989,4819740.8,5768000,Sub-Saharan Africa,Chad,0.8356
TGO,1989,2889133.2,3687000,Sub-Saharan Africa,Togo,0.7836
THA,1989,24187132.5,55795000,East Asia & Pacific,Thailand,0.4335
TJK,1989,1977085,5150000,Europe & Central Asia,Tajikistan,0.3839
TKM,1989,2182548,3585000,Europe & Central Asia,Turkmenistan,0.6088
TON,1989,15409,95000,East Asia & Pacific,Tonga,0.1622
TTO,1989,91657,1214000,Latin America & Caribbean,Trinidad and Tobago,0.0755
TUN,1989,2409664.3,8051000,Middle East & North Africa,Tunisia,0.2993
TUR,1989,7726233.6,52992000,Europe & Central Asia,Turkiye,0.1458
TWN,1989,0,20096000,Other High Income Countries,"Taiwan, China",0
TZA,1989,22159476,24660000,Sub-Saharan Africa,Tanzania,0.8986
UGA,1989,13731989.7,16847000,Sub-Saharan Africa,Uganda,0.8151
UKR,1989,5306956.8,51424000,Europe & Central Asia,Ukraine,0.1032
URY,1989,356161.7,3089000,Latin America & Caribbean,Uruguay,0.1153
USA,1989,1875847.5,250113000,Other High Income Countries,United States,0.0075
UZB,1989,15052178.6,19979000,Europe & Central Asia,Uzbekistan,0.7534
VCT,1989,31426.2946612038,107000,Latin America & Caribbean,St. Vincent and the Grenadines,0.293703688422465
VEN,1989,2336374.5,19389000,Latin America & Caribbean,"Venezuela, RB",0.1205
VGB,1989,121.865459074032,16000,Other High Income Countries,British Virgin Islands,0.00761659119212701
VIR,1989,784.508892789083,103000,Other High Income Countries,Virgin Islands (U.S.),0.00761659119212701
VNM,1989,53926304.6,66757000,East Asia & Pacific,Viet Nam,0.8078
VUT,1989,70556.2,143000,East Asia & Pacific,Vanuatu,0.4934
WSM,1989,31185,162000,East Asia & Pacific,Samoa,0.1925
YEM,1989,4096426.5,11523000,Middle East & North Africa,"Yemen, Rep.",0.3555
ZAF,1989,18546856.8,36741000,Sub-Saharan Africa,South Africa,0.5048
ZMB,1989,5586228.6,7814000,Sub-Saharan Africa,Zambia,0.7149
ZWE,1989,3943966.6,9902000,Sub-Saharan Africa,Zimbabwe,0.3983
ABW,1990,457.502648656798,62000,Other High Income Countries,Aruba,0.00737907497833545
AFG,1990,10219269.0075032,12249000,South Asia,Afghanistan,0.834294147073492
AGO,1990,4056594.3,12171000,Sub-Saharan Africa,Angola,0.3333
ALB,1990,344505,3281000,Europe & Central Asia,Albania,0.105
AND,1990,405.84912380845,55000,Other High Income Countries,Andorra,0.00737907497833545
ARE,1990,0,1860000,Other High Income Countries,United Arab Emirates,0
ARG,1990,1090401,28470000,Latin America & Caribbean,Argentina,0.0383
ARM,1990,518670.8,3538000,Europe & Central Asia,Armenia,0.1466
ASM,1990,346.816523981766,47000,Other High Income Countries,American Samoa,0.00737907497833545
ATG,1990,494.398023548475,67000,Other High Income Countries,Antigua and Barbuda,0.00737907497833545
AUS,1990,175522.3,17041000,Other High Income Countries,Australia,0.0103
AUT,1990,17765.2,7724000,Other High Income Countries,Austria,0.0023
AZE,1990,678669.1,7243000,Europe & Central Asia,Azerbaijan,0.0937
BDI,1990,5046087.2,5416000,Sub-Saharan Africa,Burundi,0.9317
BEL,1990,86060.2,10007000,Other High Income Countries,Belgium,0.0086
BEN,1990,4251070.2,4979000,Sub-Saharan Africa,Benin,0.8538
BFA,1990,8168678.1,8811000,Sub-Saharan Africa,Burkina Faso,0.9271
BGD,1990,87859951.2,106188000,South Asia,Bangladesh,0.8274
BGR,1990,15031.4,8842000,Europe & Central Asia,Bulgaria,0.0017
BHR,1990,3660.02118925438,496000,Other High Income Countries,Bahrain,0.00737907497833545
BHS,1990,1896.42226943221,257000,Other High Income Countries,"Bahamas, The",0.00737907497833545
BIH,1990,519163.2,4464000,Europe & Central Asia,Bosnia and Herzegovina,0.1163
BLR,1990,565000.1,10217000,Europe & Central Asia,Belarus,0.0553
BLZ,1990,82945.6,188000,Latin America & Caribbean,Belize,0.4412
BMU,1990,450.123573678462,61000,Other High Income Countries,Bermuda,0.00737907497833545
BOL,1990,2026243.5,6857000,Latin America & Caribbean,Bolivia,0.2955
BRA,1990,62115496.8,149352000,Latin America & Caribbean,Brazil,0.4159
BRB,1990,1918.55949436722,260000,Other High Income Countries,Barbados,0.00737907497833545
BRN,1990,1911.18041938888,259000,Other High Income Countries,Brunei Darussalam,0.00737907497833545
BTN,1990,341907.9,537000,South Asia,Bhutan,0.6367
BWA,1990,735714.2,1378000,Sub-Saharan Africa,Botswana,0.5339
CAF,1990,2638650,2940000,Sub-Saharan Africa,Central African Republic,0.8975
CAN,1990,346150,27692000,Other High Income Countries,Canada,0.0125
CHE,1990,48052.8,6674000,Other High Income Countries,Switzerland,0.0072
CHI,1990,1040.4495719453,141000,Other High Income Countries,Channel Islands,0.00737907497833545
CHL,1990,3724974.6,13242000,Latin America & Caribbean,Chile,0.2813
CHN,1990,1086622026,1172445000,East Asia & Pacific,China,0.9268
CIV,1990,5848155.6,12268000,Sub-Saharan Africa,Cote d'Ivoire,0.4767
CMR,1990,8150125.5,11715000,Sub-Saharan Africa,Cameroon,0.6957
COD,1990,31374129.6,34614000,Sub-Saharan Africa,"Congo, Dem. Rep.",0.9064
COG,1990,1718952.2,2441000,Sub-Saharan Africa,"Congo, Rep.",0.7042
COL,1990,9050971.1,34271000,Latin America & Caribbean,Colombia,0.2641
COM,1990,151657.2,412000,Sub-Saharan Africa,Comoros,0.3681
CPV,1990,241349.4,342000,Sub-Saharan Africa,Cabo Verde,0.7057
CRI,1990,644277.6,3096000,Latin America & Caribbean,Costa Rica,0.2081
CUB,1990,3295404.69806638,10582000,Latin America & Caribbean,Cuba,0.311416055383328
CUW,1990,1077.34494683698,146000,Other High Income Countries,Curacao,0.00737907497833545
CYM,1990,184.476874458386,25000,Other High Income Countries,Cayman Islands,0.00737907497833545
CYP,1990,2070.9,767000,Other High Income Countries,Cyprus,0.0027
CZE,1990,0,10342000,Europe & Central Asia,Czechia,0
DEU,1990,0,79118000,Other High Income Countries,Germany,0
DJI,1990,218831,590000,Middle East & North Africa,Djibouti,0.3709
DMA,1990,22110.5399322163,71000,Latin America & Caribbean,Dominica,0.311416055383328
DNK,1990,38557.5,5141000,Other High Income Countries,Denmark,0.0075
DOM,1990,2559302.9,7183000,Latin America & Caribbean,Dominican Republic,0.3563
DZA,1990,6291676.4,25913000,Middle East & North Africa,Algeria,0.2428
ECU,1990,3758180.4,10218000,Latin America & Caribbean,Ecuador,0.3678
EGY,1990,19508937.4,57413000,Middle East & North Africa,"Egypt, Arab Rep.",0.3398
ERI,1990,2334879.06663518,3114000,Sub-Saharan Africa,Eritrea,0.749800599433263
ESP,1990,279079.7,39307000,Other High Income Countries,Spain,0.0071
EST,1990,35838.5,1565000,Europe & Central Asia,Estonia,0.0229
ETH,1990,42508024,48086000,Sub-Saharan Africa,Ethiopia,0.884
FIN,1990,0,4996000,Other High Income Countries,Finland,0
FJI,1990,129511.2,728000,East Asia & Pacific,Fiji,0.1779
FRA,1990,142402.5,56961000,Other High Income Countries,France,0.0025
FRO,1990,354.195598960102,48000,Other High Income Countries,Faroe Islands,0.00737907497833545
FSM,1990,31084.8,96000,East Asia & Pacific,"Micronesia, Fed. Sts.",0.3238
GAB,1990,138611.2,952000,Sub-Saharan Africa,Gabon,0.1456
GBR,1990,125802.6,57183000,Other High Income Countries,United Kingdom,0.0022
GEO,1990,228344.2,5411000,Europe & Central Asia,Georgia,0.0422
GHA,1990,12614586.7,14629000,Sub-Saharan Africa,Ghana,0.8623
GIB,1990,213.993174371728,29000,Other High Income Countries,Gibraltar,0.00737907497833545
GIN,1990,5850104.4,6041000,Sub-Saharan Africa,Guinea,0.9684
GMB,1990,804759.2,917000,Sub-Saharan Africa,"Gambia, The",0.8776
GNB,1990,638572,1012000,Sub-Saharan Africa,Guinea-Bissau,0.631
GNQ,1990,320164.855958003,427000,Sub-Saharan Africa,Equatorial Guinea,0.749800599433263
GRC,1990,229555.2,10248000,Other High Income Countries,Greece,0.0224
GRD,1990,9225.6,96000,Latin America & Caribbean,Grenada,0.0961
GRL,1990,405.84912380845,55000,Other High Income Countries,Greenland,0.00737907497833545
GTM,1990,5036836.8,9264000,Latin America & Caribbean,Guatemala,0.5437
GUM,1990,959.279747183608,130000,Other High Income Countries,Guam,0.00737907497833545
GUY,1990,486367.8,743000,Latin America & Caribbean,Guyana,0.6546
HKG,1990,42665.8115247356,5782000,Other High Income Countries,"Hong Kong SAR, China",0.00737907497833545
HND,1990,3086965,4955000,Latin America & Caribbean,Honduras,0.623
HRV,1990,18630.3,4777000,Europe & Central Asia,Croatia,0.0039
HTI,1990,5520250,7100000,Latin America & Caribbean,Haiti,0.7775
HUN,1990,171220.5,10377000,Europe & Central Asia,Hungary,0.0165
IDN,1990,159754398,181436000,East Asia & Pacific,Indonesia,0.8805
IMN,1990,501.777098526811,68000,Other High Income Countries,Isle of Man,0.00737907497833545
IND,1990,725082662.2,870134000,South Asia,India,0.8333
IRL,1990,36760.7,3569000,Other High Income Countries,Ireland,0.0103
IRN,1990,13921557.6,56226000,Middle East & North Africa,"Iran, Islamic Rep.",0.2476
IRQ,1990,929350.8,17469000,Middle East & North Africa,Iraq,0.0532
ISL,1990,459,255000,Other High Income Countries,Iceland,0.0018
ISR,1990,24305.4,4501000,Other High Income Countries,Israel,0.0054
ITA,1990,194231.8,57127000,Other High Income Countries,Italy,0.0034
JAM,1990,401580,2425000,Latin America & Caribbean,Jamaica,0.1656
JOR,1990,183747.6,3561000,Middle East & North Africa,Jordan,0.0516
JPN,1990,1220256.8,124516000,Other High Income Countries,Japan,0.0098
KAZ,1990,2754076.5,16541000,Europe & Central Asia,Kazakhstan,0.1665
KEN,1990,11003620.4,23402000,Sub-Saharan Africa,Kenya,0.4702
KGZ,1990,1168028.3,4373000,Europe & Central Asia,Kyrgyz Republic,0.2671
KHM,1990,7830209.64398331,8973000,East Asia & Pacific,Cambodia,0.872641217428208
KIR,1990,26056.8,72000,East Asia & Pacific,Kiribati,0.3619
KNA,1990,302.542074111753,41000,Other High Income Countries,St. Kitts and Nevis,0.00737907497833545
KOR,1990,1073075,42923000,Other High Income Countries,"Korea, Rep.",0.025
KWT,1990,15496.0574545044,2100000,Other High Income Countries,Kuwait,0.00737907497833545
LAO,1990,2762164.6,4258000,East Asia & Pacific,Lao PDR,0.6487
LBN,1990,71629.5,2703000,Middle East & North Africa,Lebanon,0.0265
LBR,1990,1222341.3,2097000,Sub-Saharan Africa,Liberia,0.5829
LBY,1990,1165450.85894942,4437000,Middle East & North Africa,Libya,0.26266640949953
LCA,1990,95771,139000,Latin America & Caribbean,St. Lucia,0.689
LIE,1990,213.993174371728,29000,Other High Income Countries,Liechtenstein,0.00737907497833545
LKA,1990,8744718,17330000,South Asia,Sri Lanka,0.5046
LSO,1990,1133386.4,1604000,Sub-Saharan Africa,Lesotho,0.7066
LTU,1990,307876.8,3696000,Europe & Central Asia,Lithuania,0.0833
LUX,1990,0,382000,Other High Income Countries,Luxembourg,0
LVA,1990,0,2664000,Europe & Central Asia,Latvia,0
MAC,1990,2538.40179254739,344000,Other High Income Countries,"Macao SAR, China",0.00737907497833545
MAR,1990,6615326.1,24879000,Middle East & North Africa,Morocco,0.2659
MCO,1990,213.993174371728,29000,Other High Income Countries,Monaco,0.00737907497833545
MDA,1990,432908.8,4364000,Europe & Central Asia,Moldova,0.0992
MDG,1990,9891934.2,11598000,Sub-Saharan Africa,Madagascar,0.8529
MDV,1990,112403.2,224000,South Asia,Maldives,0.5018
MEX,1990,18701937.8,85358000,Latin America & Caribbean,Mexico,0.2191
MHL,1990,7454.4,48000,East Asia & Pacific,Marshall Islands,0.1553
MKD,1990,134797.5,1997000,Europe & Central Asia,North Macedonia,0.0675
MLI,1990,7941863,8465000,Sub-Saharan Africa,Mali,0.9382
MLT,1990,3021.2,364000,Other High Income Countries,Malta,0.0083
MMR,1990,38773454.4,40626000,East Asia & Pacific,Myanmar,0.9544
MNE,1990,4120.5,615000,Europe & Central Asia,Montenegro,0.0067
MNG,1990,708271.2,2184000,East Asia & Pacific,Mongolia,0.3243
MNP,1990,309.921149090089,42000,Other High Income Countries,Northern Mariana Islands,0.00737907497833545
MOZ,1990,12271622.4,13248000,Sub-Saharan Africa,Mozambique,0.9263
MRT,1990,1416331,2030000,Sub-Saharan Africa,Mauritania,0.6977
MUS,1990,151536,1056000,Sub-Saharan Africa,Mauritius,0.1435
MWI,1990,8117623.8,9438000,Sub-Saharan Africa,Malawi,0.8601
MYS,1990,2438737.6,18038000,East Asia & Pacific,Malaysia,0.1352
NAM,1990,961095.8,1414000,Sub-Saharan Africa,Namibia,0.6797
NCL,1990,1254.44274631703,170000,Other High Income Countries,New Caledonia,0.00737907497833545
NER,1990,7623418,8012000,Sub-Saharan Africa,Niger,0.9515
NGA,1990,69508992,95270000,Sub-Saharan Africa,Nigeria,0.7296
NIC,1990,1814681,4145000,Latin America & Caribbean,Nicaragua,0.4378
NLD,1990,220000.2,14966000,Other High Income Countries,Netherlands,0.0147
NOR,1990,18262.1,4247000,Other High Income Countries,Norway,0.0043
NPL,1990,16306005.3,18749000,South Asia,Nepal,0.8697
NZL,1990,25074.0967763839,3398000,Other High Income Countries,New Zealand,0.00737907497833545
OMN,1990,13370.8838607438,1812000,Other High Income Countries,Oman,0.00737907497833545
PAK,1990,96663438.3,107679000,South Asia,Pakistan,0.8977
PAN,1990,753902.1,2471000,Latin America & Caribbean,Panama,0.3051
PER,1990,6554648.1,21827000,Latin America & Caribbean,Peru,0.3003
PHL,1990,33513327,61947000,East Asia & Pacific,Philippines,0.541
PLW,1990,13089.6182614231,15000,East Asia & Pacific,Palau,0.872641217428208
PNG,1990,3519839.3,4313000,East Asia & Pacific,Papua New Guinea,0.8161
POL,1990,182184,37955000,Europe & Central Asia,Poland,0.0048
PRI,1990,25959.5857737841,3518000,Other High Income Countries,Puerto Rico,0.00737907497833545
PRK,1990,17708508.2252706,20293000,East Asia & Pacific,"Korea, Dem. People's Rep.",0.872641217428208
PRT,1990,215980.1,9953000,Other High Income Countries,Portugal,0.0217
PRY,1990,196372.4,4214000,Latin America & Caribbean,Paraguay,0.0466
PSE,1990,126210,2100000,Middle East & North Africa,West Bank and Gaza,0.0601
PYF,1990,1468.43592068875,199000,Other High Income Countries,French Polynesia,0.00737907497833545
QAT,1990,3512.43968968767,476000,Other High Income Countries,Qatar,0.00737907497833545
ROU,1990,185563.1,23489000,Europe & Central Asia,Romania,0.0079
RUS,1990,12720016.8,147564000,Europe & Central Asia,Russian Federation,0.0862
RWA,1990,6487074,7236000,Sub-Saharan Africa,Rwanda,0.8965
SAU,1990,120478.157171283,16327000,Other High Income Countries,Saudi Arabia,0.00737907497833545
SDN,1990,14187517.4,20147000,Sub-Saharan Africa,Sudan,0.7042
SEN,1990,6476247.6,7556000,Sub-Saharan Africa,Senegal,0.8571
SGP,1990,22233.1529097247,3013000,Other High Income Countries,Singapore,0.00737907497833545
SLB,1990,230724,312000,East Asia & Pacific,Solomon Islands,0.7395
SLE,1990,3492720,4312000,Sub-Saharan Africa,Sierra Leone,0.81
SLV,1990,1860270,5255000,Latin America & Caribbean,El Salvador,0.354
SMR,1990,177.097799480051,24000,Other High Income Countries,San Marino,0.00737907497833545
SOM,1990,5546275.03400785,7397000,Sub-Saharan Africa,Somalia,0.749800599433263
SRB,1990,59005.4,9517000,Europe & Central Asia,Serbia,0.0062
STP,1990,59314.2,114000,Sub-Saharan Africa,Sao Tome and Principe,0.5203
SUR,1990,20767.2,408000,Latin America & Caribbean,Suriname,0.0509
SVK,1990,0,5289000,Europe & Central Asia,Slovak Republic,0
SVN,1990,1604.8,2006000,Europe & Central Asia,Slovenia,8e-04
SWE,1990,20560.8,8567000,Other High Income Countries,Sweden,0.0024
SWZ,1990,810631.5,861000,Sub-Saharan Africa,Eswatini,0.9415
SXM,1990,213.993174371728,29000,Other High Income Countries,Sint Maarten (Dutch part),0.00737907497833545
SYC,1990,1682.7,71000,Sub-Saharan Africa,Seychelles,0.0237
SYR,1990,4191812.8,12446000,Middle East & North Africa,Syrian Arab Republic,0.3368
TCA,1990,88.5488997400254,12000,Other High Income Countries,Turks and Caicos Islands,0.00737907497833545
TCD,1990,5071789.8,5957000,Sub-Saharan Africa,Chad,0.8514
TGO,1990,2990972.6,3787000,Sub-Saharan Africa,Togo,0.7898
THA,1990,23221663.2,56583000,East Asia & Pacific,Thailand,0.4104
TJK,1990,2147946,5284000,Europe & Central Asia,Tajikistan,0.4065
TKM,1990,1826895.6,3684000,Europe & Central Asia,Turkmenistan,0.4959
TON,1990,15120,96000,East Asia & Pacific,Tonga,0.1575
TTO,1990,109980,1222000,Latin America & Caribbean,Trinidad and Tobago,0.09
TUN,1990,2213030.4,8233000,Middle East & North Africa,Tunisia,0.2688
TUR,1990,7133880.6,53922000,Europe & Central Asia,Turkiye,0.1323
TUV,1990,2421,9000,East Asia & Pacific,Tuvalu,0.269
TWN,1990,0,20312000,Other High Income Countries,"Taiwan, China",0
TZA,1990,22572836,25460000,Sub-Saharan Africa,Tanzania,0.8866
UGA,1990,14504016.3,17439000,Sub-Saharan Africa,Uganda,0.8317
UKR,1990,6026434.4,51464000,Europe & Central Asia,Ukraine,0.1171
URY,1990,361071,3110000,Latin America & Caribbean,Uruguay,0.1161
USA,1990,1893975,252530000,Other High Income Countries,United States,0.0075
UZB,1990,15446763.8,20462000,Europe & Central Asia,Uzbekistan,0.7549
VCT,1990,33632.9339813994,108000,Latin America & Caribbean,St. Vincent and the Grenadines,0.311416055383328
VEN,1990,2435081.2,19862000,Latin America & Caribbean,"Venezuela, RB",0.1226
VGB,1990,118.065199653367,16000,Other High Income Countries,British Virgin Islands,0.00737907497833545
VIR,1990,767.423797746887,104000,Other High Income Countries,Virgin Islands (U.S.),0.00737907497833545
VNM,1990,54587662.7,68209000,East Asia & Pacific,Viet Nam,0.8003
VUT,1990,65802.2,146000,East Asia & Pacific,Vanuatu,0.4507
WSM,1990,33985.5,163000,East Asia & Pacific,Samoa,0.2085
YEM,1990,4457472.9,12057000,Middle East & North Africa,"Yemen, Rep.",0.3697
ZAF,1990,18982824,37560000,Sub-Saharan Africa,South Africa,0.5054
ZMB,1990,5781848.1,8027000,Sub-Saharan Africa,Zambia,0.7203
ZWE,1990,3903143.9,10183000,Sub-Saharan Africa,Zimbabwe,0.3833
ABW,1991,482.851364296247,65000,Other High Income Countries,Aruba,0.00742848252763457
AFG,1991,10770272.9693909,12993000,South Asia,Afghanistan,0.828928882428303
AGO,1991,4270530.6,12553000,Sub-Saharan Africa,Angola,0.3402
ALB,1991,647795,3275000,Europe & Central Asia,Albania,0.1978
AND,1991,423.423504075171,57000,Other High Income Countries,Andorra,0.00742848252763457
ARE,1991,0,1970000,Other High Income Countries,United Arab Emirates,0
ARG,1991,860913.9,28987000,Latin America & Caribbean,Argentina,0.0297
ARM,1991,696794,3505000,Europe & Central Asia,Armenia,0.1988
ASM,1991,363.995643854094,49000,Other High Income Countries,American Samoa,0.00742848252763457
ATG,1991,497.708329351516,67000,Other High Income Countries,Antigua and Barbuda,0.00742848252763457
AUS,1991,184810.4,17272000,Other High Income Countries,Australia,0.0107
AUT,1991,17877.9,7773000,Other High Income Countries,Austria,0.0023
AZE,1991,704896.4,7358000,Europe & Central Asia,Azerbaijan,0.0958
BDI,1991,5143530.2,5542000,Sub-Saharan Africa,Burundi,0.9281
BEL,1991,92358.8,10039000,Other High Income Countries,Belgium,0.0092
BEN,1991,4386433.1,5149000,Sub-Saharan Africa,Benin,0.8519
BFA,1991,8335050,9050000,Sub-Saharan Africa,Burkina Faso,0.921
BGD,1991,90308646.2,108727000,South Asia,Bangladesh,0.8306
BGR,1991,27177.7,8767000,Europe & Central Asia,Bulgaria,0.0031
BHR,1991,3781.097606566,509000,Other High Income Countries,Bahrain,0.00742848252763457
BHS,1991,1938.83393971262,261000,Other High Income Countries,"Bahamas, The",0.00742848252763457
BIH,1991,696737.4,4371000,Europe & Central Asia,Bosnia and Herzegovina,0.1594
BLR,1991,828387,10227000,Europe & Central Asia,Belarus,0.081
BLZ,1991,73592.3,191000,Latin America & Caribbean,Belize,0.3853
BMU,1991,453.137434185709,61000,Other High Income Countries,Bermuda,0.00742848252763457
BOL,1991,2015793.6,6992000,Latin America & Caribbean,Bolivia,0.2883
BRA,1991,61033561.6,151976000,Latin America & Caribbean,Brazil,0.4016
BRB,1991,1946.26242224026,262000,Other High Income Countries,Barbados,0.00742848252763457
BRN,1991,1975.9763523508,266000,Other High Income Countries,Brunei Darussalam,0.00742848252763457
BTN,1991,344968.8,537000,South Asia,Bhutan,0.6424
BWA,1991,753135.5,1417000,Sub-Saharan Africa,Botswana,0.5315
CAF,1991,2717118,3015000,Sub-Saharan Africa,Central African Republic,0.9012
CAN,1991,350562.5,28045000,Other High Income Countries,Canada,0.0125
CHE,1991,48535.2,6741000,Other High Income Countries,Switzerland,0.0072
CHI,1991,1047.41603639647,141000,Other High Income Countries,Channel Islands,0.00742848252763457
CHL,1991,3381744.1,13457000,Latin America & Caribbean,Chile,0.2513
CHN,1991,1088222278.4,1189184000,East Asia & Pacific,China,0.9151
CIV,1991,6457951,12710000,Sub-Saharan Africa,Cote d'Ivoire,0.5081
CMR,1991,8568134.4,12061000,Sub-Saharan Africa,Cameroon,0.7104
COD,1991,33023842.5,35915000,Sub-Saharan Africa,"Congo, Dem. Rep.",0.9195
COG,1991,1769394,2508000,Sub-Saharan Africa,"Congo, Rep.",0.7055
COL,1991,9221579.7,34917000,Latin America & Caribbean,Colombia,0.2641
COM,1991,170278.4,424000,Sub-Saharan Africa,Comoros,0.4016
CPV,1991,248150,350000,Sub-Saharan Africa,Cabo Verde,0.709
CRI,1991,779072.8,3176000,Latin America & Caribbean,Costa Rica,0.2453
CUB,1991,3236658.58191584,10663000,Latin America & Caribbean,Cuba,0.303541084302339
CUW,1991,1084.55844903465,146000,Other High Income Countries,Curacao,0.00742848252763457
CYM,1991,193.140545718499,26000,Other High Income Countries,Cayman Islands,0.00742848252763457
CYP,1991,1566,783000,Other High Income Countries,Cyprus,0.002
CZE,1991,0,10346000,Europe & Central Asia,Czechia,0
DEU,1991,0,79565000,Other High Income Countries,Germany,0
DJI,1991,242193,607000,Middle East & North Africa,Djibouti,0.399
DMA,1991,21551.4169854661,71000,Latin America & Caribbean,Dominica,0.303541084302339
DNK,1991,38662.5,5155000,Other High Income Countries,Denmark,0.0075
DOM,1991,2298585,7325000,Latin America & Caribbean,Dominican Republic,0.3138
DZA,1991,6553774,26555000,Middle East & North Africa,Algeria,0.2468
ECU,1991,3750268.5,10461000,Latin America & Caribbean,Ecuador,0.3585
EGY,1991,20169561.6,58752000,Middle East & North Africa,"Egypt, Arab Rep.",0.3433
ERI,1991,2368374.46802545,3128000,Sub-Saharan Africa,Eritrea,0.757152962923737
ESP,1991,449194.2,39403000,Other High Income Countries,Spain,0.0114
EST,1991,50619.6,1548000,Europe & Central Asia,Estonia,0.0327
ETH,1991,45053130.3,49821000,Sub-Saharan Africa,Ethiopia,0.9043
FIN,1991,0,5019000,Other High Income Countries,Finland,0
FJI,1991,139104,736000,East Asia & Pacific,Fiji,0.189
FRA,1991,143095,57238000,Other High Income Countries,France,0.0025
FRO,1991,356.567161326459,48000,Other High Income Countries,Faroe Islands,0.00742848252763457
FSM,1991,30213.4,98000,East Asia & Pacific,"Micronesia, Fed. Sts.",0.3083
GAB,1991,152861.4,978000,Sub-Saharan Africa,Gabon,0.1563
GBR,1991,131882,57340000,Other High Income Countries,United Kingdom,0.0023
GEO,1991,358782.8,5371000,Europe & Central Asia,Georgia,0.0668
GHA,1991,13022270.1,15039000,Sub-Saharan Africa,Ghana,0.8659
GIB,1991,215.425993301403,29000,Other High Income Countries,Gibraltar,0.00742848252763457
GIN,1991,6180562.5,6375000,Sub-Saharan Africa,Guinea,0.9695
GMB,1991,833791.4,949000,Sub-Saharan Africa,"Gambia, The",0.8786
GNB,1991,646154.7,1037000,Sub-Saharan Africa,Guinea-Bissau,0.6231
GNQ,1991,333904.456649368,441000,Sub-Saharan Africa,Equatorial Guinea,0.757152962923737
GRC,1991,231638.4,10341000,Other High Income Countries,Greece,0.0224
GRD,1991,8928,96000,Latin America & Caribbean,Grenada,0.093
GRL,1991,415.995021547536,56000,Other High Income Countries,Greenland,0.00742848252763457
GTM,1991,4959183.6,9484000,Latin America & Caribbean,Guatemala,0.5229
GUM,1991,995.416658703033,134000,Other High Income Countries,Guam,0.00742848252763457
GUY,1991,462570.5,745000,Latin America & Caribbean,Guyana,0.6209
HKG,1991,43486.3367167728,5854000,Other High Income Countries,"Hong Kong SAR, China",0.00742848252763457
HND,1991,2771850,5100000,Latin America & Caribbean,Honduras,0.5435
HRV,1991,41412,4760000,Europe & Central Asia,Croatia,0.0087
HTI,1991,5665474.6,7243000,Latin America & Caribbean,Haiti,0.7822
HUN,1991,251820.9,10363000,Europe & Central Asia,Hungary,0.0243
IDN,1991,162184277.5,184615000,East Asia & Pacific,Indonesia,0.8785
IMN,1991,512.565294406786,69000,Other High Income Countries,Isle of Man,0.00742848252763457
IND,1991,739128176.5,888055000,South Asia,India,0.8323
