country_code,year,poor,population,region_name,country_name,effective_headcount
GRD,1981,2802.8,91000,Latin America & Caribbean,Grenada,0.0308
GRL,1981,308.635273457834,51000,Other High Income Countries,Greenland,0.00605167202858498
GTM,1981,3151398.6,7466000,Latin America & Caribbean,Guatemala,0.4221
GUM,1981,647.528907058593,107000,Other High Income Countries,Guam,0.00605167202858498
GUY,1981,187054.4,782000,Latin America & Caribbean,Guyana,0.2392
HKG,1981,30385.4452555252,5021000,Other High Income Countries,"Hong Kong SAR, China",0.00605167202858498
HND,1981,1560819.5,3793000,Latin America & Caribbean,Honduras,0.4115
HRV,1981,1848.4,4621000,Europe & Central Asia,Croatia,4e-04
HTI,1981,2983983.2,5819000,Latin America & Caribbean,Haiti,0.5128
HUN,1981,6448.2,10747000,Europe & Central Asia,Hungary,6e-04
IDN,1981,116645602.8,150978000,East Asia & Pacific,Indonesia,0.7726
IMN,1981,387.307009829439,64000,Other High Income Countries,Isle of Man,0.00605167202858498
IND,1981,428512606.2,713118000,South Asia,India,0.6009
IRL,1981,34382.7,3473000,Other High Income Countries,Ireland,0.0099
IRN,1981,3736159.3,40217000,Middle East & North Africa,"Iran, Islamic Rep.",0.0929
IRQ,1981,150292.2,14046000,Middle East & North Africa,Iraq,0.0107
ISL,1981,92,230000,Other High Income Countries,Iceland,4e-04
ISR,1981,5341,3815000,Other High Income Countries,Israel,0.0014
ITA,1981,0,56576000,Other High Income Countries,Italy,0
JAM,1981,111168.2,2197000,Latin America & Caribbean,Jamaica,0.0506
JOR,1981,0,2461000,Middle East & North Africa,Jordan,0
JPN,1981,1163681.4,118743000,Other High Income Countries,Japan,0.0098
KAZ,1981,468770.3,15073000,Europe & Central Asia,Kazakhstan,0.0311
KEN,1981,4399330.3,16901000,Sub-Saharan Africa,Kenya,0.2603
KGZ,1981,487629.2,3683000,Europe & Central Asia,Kyrgyz Republic,0.1324
KHM,1981,5568691.04111246,6748000,East Asia & Pacific,Cambodia,0.825235779655077
KIR,1981,5752.3,61000,East Asia & Pacific,Kiribati,0.0943
KNA,1981,260.221897229154,43000,Other High Income Countries,St. Kitts and Nevis,0.00605167202858498
KOR,1981,1351245,38607000,Other High Income Countries,"Korea, Rep.",0.035
KWT,1981,8732.56273724812,1443000,Other High Income Countries,Kuwait,0.00605167202858498
LAO,1981,1167037.6,3323000,East Asia & Pacific,Lao PDR,0.3512
LBN,1981,1569.6,2616000,Middle East & North Africa,Lebanon,6e-04
LBR,1981,155661,1958000,Sub-Saharan Africa,Liberia,0.0795
LBY,1981,304058.617487775,3348000,Middle East & North Africa,Libya,0.0908179861074598
LCA,1981,84720,120000,Latin America & Caribbean,St. Lucia,0.706
LIE,1981,157.343472743209,26000,Other High Income Countries,Liechtenstein,0.00605167202858498
LKA,1981,3341732.4,15273000,South Asia,Sri Lanka,0.2188
LSO,1981,741216,1344000,Sub-Saharan Africa,Lesotho,0.5515
LTU,1981,0,3456000,Europe & Central Asia,Lithuania,0
LUX,1981,0,364000,Other High Income Countries,Luxembourg,0
LVA,1981,0,2531000,Europe & Central Asia,Latvia,0
MAC,1981,1470.55630294615,243000,Other High Income Countries,"Macao SAR, China",0.00605167202858498
MAR,1981,3195613.8,20511000,Middle East & North Africa,Morocco,0.1558
MCO,1981,163.395144771794,27000,Other High Income Countries,Monaco,0.00605167202858498
MDA,1981,111320,4048000,Europe & Central Asia,Moldova,0.0275
MDG,1981,5058746.9,8971000,Sub-Saharan Africa,Madagascar,0.5639
MDV,1981,56481.6,164000,South Asia,Maldives,0.3444
MEX,1981,4891348.8,70992000,Latin America & Caribbean,Mexico,0.0689
MHL,1981,1843.2,32000,East Asia & Pacific,Marshall Islands,0.0576
MKD,1981,0,1942000,Europe & Central Asia,North Macedonia,0
MLI,1981,6256686.6,7234000,Sub-Saharan Africa,Mali,0.8649
MLT,1981,2385.6,336000,Other High Income Countries,Malta,0.0071
MMR,1981,27246335.9,34139000,East Asia & Pacific,Myanmar,0.7981
MNE,1981,1352.4,588000,Europe & Central Asia,Montenegro,0.0023
MNG,1981,262376.2,1733000,East Asia & Pacific,Mongolia,0.1514
MNP,1981,108.93009651453,18000,Other High Income Countries,Northern Mariana Islands,0.00605167202858498
MOZ,1981,9893248.2,12133000,Sub-Saharan Africa,Mozambique,0.8154
MRT,1981,608072.9,1579000,Sub-Saharan Africa,Mauritania,0.3851
MUS,1981,69144.6,978000,Sub-Saharan Africa,Mauritius,0.0707
MWI,1981,3889206.9,6327000,Sub-Saharan Africa,Malawi,0.6147
MYS,1981,743448.4,14134000,East Asia & Pacific,Malaysia,0.0526
NAM,1981,494148.6,1034000,Sub-Saharan Africa,Namibia,0.4779
NCL,1981,889.595788201992,147000,Other High Income Countries,New Caledonia,0.00605167202858498
NER,1981,4495405.2,6164000,Sub-Saharan Africa,Niger,0.7293
NGA,1981,29287404,75483000,Sub-Saharan Africa,Nigeria,0.388
NIC,1981,382659,3342000,Latin America & Caribbean,Nicaragua,0.1145
NLD,1981,65430.4,14224000,Other High Income Countries,Netherlands,0.0046
NOR,1981,9427.7,4099000,Other High Income Countries,Norway,0.0023
NPL,1981,10989954.3,15249000,South Asia,Nepal,0.7207
NZL,1981,19153.5419704715,3165000,Other High Income Countries,New Zealand,0.00605167202858498
OMN,1981,7389.09154690226,1221000,Other High Income Countries,Oman,0.00605167202858498
PAK,1981,59812616.4,80697000,South Asia,Pakistan,0.7412
PAN,1981,136755,2026000,Latin America & Caribbean,Panama,0.0675
PER,1981,523084.8,17792000,Latin America & Caribbean,Peru,0.0294
PHL,1981,10873411.2,48716000,East Asia & Pacific,Philippines,0.2232
PLW,1981,10728.065135516,13000,East Asia & Pacific,Palau,0.825235779655077
PNG,1981,2025547.8,3398000,East Asia & Pacific,Papua New Guinea,0.5961
POL,1981,71746,35873000,Europe & Central Asia,Poland,0.002
PRI,1981,19552.9523243581,3231000,Other High Income Countries,Puerto Rico,0.00605167202858498
PRK,1981,14632255.6090642,17731000,East Asia & Pacific,"Korea, Dem. People's Rep.",0.825235779655077
PRT,1981,151087.5,9875000,Other High Income Countries,Portugal,0.0153
PRY,1981,52352,3272000,Latin America & Caribbean,Paraguay,0.016
PSE,1981,26556.3,1553000,Middle East & North Africa,West Bank and Gaza,0.0171
PYF,1981,944.060836459257,156000,Other High Income Countries,French Polynesia,0.00605167202858498
QAT,1981,1500.81466308907,248000,Other High Income Countries,Qatar,0.00605167202858498
ROU,1981,70494,22740000,Europe & Central Asia,Romania,0.0031
RUS,1981,1584634.2,139003000,Europe & Central Asia,Russian Federation,0.0114
RWA,1981,3761425.5,5315000,Sub-Saharan Africa,Rwanda,0.7077
SAU,1981,62737.6839203405,10367000,Other High Income Countries,Saudi Arabia,0.00605167202858498
SDN,1981,5774876.1,15027000,Sub-Saharan Africa,Sudan,0.3843
SEN,1981,3956000,5750000,Sub-Saharan Africa,Senegal,0.688
SGP,1981,14887.113190319,2460000,Other High Income Countries,Singapore,0.00605167202858498
SLB,1981,105695.8,238000,East Asia & Pacific,Solomon Islands,0.4441
SLE,1981,2210656.5,3445000,Sub-Saharan Africa,Sierra Leone,0.6417
SLV,1981,775689.6,4656000,Latin America & Caribbean,El Salvador,0.1666
SMR,1981,133.13678462887,22000,Other High Income Countries,San Marino,0.00605167202858498
SOM,1981,3342459.27533287,6605000,Sub-Saharan Africa,Somalia,0.506049852434954
SRB,1981,2695.5,8985000,Europe & Central Asia,Serbia,3e-04
STP,1981,10320.8,97000,Sub-Saharan Africa,Sao Tome and Principe,0.1064
SUR,1981,3993,363000,Latin America & Caribbean,Suriname,0.011
SVN,1981,371.6,1858000,Europe & Central Asia,Slovenia,2e-04
SWE,1981,20812.5,8325000,Other High Income Countries,Sweden,0.0025
SWZ,1981,567886,622000,Sub-Saharan Africa,Eswatini,0.913
SXM,1981,84.7234084001897,14000,Other High Income Countries,Sint Maarten (Dutch part),0.00605167202858498
SYC,1981,911.2,67000,Sub-Saharan Africa,Seychelles,0.0136
SYR,1981,314602,9253000,Middle East & North Africa,Syrian Arab Republic,0.034
TCA,1981,48.4133762286798,8000,Other High Income Countries,Turks and Caicos Islands,0.00605167202858498
TCD,1981,3217780,4610000,Sub-Saharan Africa,Chad,0.698
TGO,1981,1459428,2812000,Sub-Saharan Africa,Togo,0.519
THA,1981,10987227.4,48338000,East Asia & Pacific,Thailand,0.2273
TJK,1981,354250.1,4021000,Europe & Central Asia,Tajikistan,0.0881
TKM,1981,839590.4,2948000,Europe & Central Asia,Turkmenistan,0.2848
TON,1981,4724.4,93000,East Asia & Pacific,Tonga,0.0508
TTO,1981,0,1102000,Latin America & Caribbean,Trinidad and Tobago,0
TUN,1981,874412,6545000,Middle East & North Africa,Tunisia,0.1336
TUR,1981,1772566.6,44989000,Europe & Central Asia,Turkiye,0.0394
TWN,1981,0,18009000,Other High Income Countries,"Taiwan, China",0
TZA,1981,13887150.8,19277000,Sub-Saharan Africa,Tanzania,0.7204
UGA,1981,7719210,12930000,Sub-Saharan Africa,Uganda,0.597
UKR,1981,1610745.9,50179000,Europe & Central Asia,Ukraine,0.0321
URY,1981,47547,2935000,Latin America & Caribbean,Uruguay,0.0162
USA,1981,1159695,231939000,Other High Income Countries,United States,0.005
UZB,1981,7849331.1,16363000,Europe & Central Asia,Uzbekistan,0.4797
VCT,1981,15528.3671994123,101000,Latin America & Caribbean,St. Vincent and the Grenadines,0.153746209895172
VEN,1981,1052901.6,15762000,Latin America & Caribbean,"Venezuela, RB",0.0668
VGB,1981,72.6200643430197,12000,Other High Income Countries,British Virgin Islands,0.00605167202858498
VIR,1981,611.218874887083,101000,Other High Income Countries,Virgin Islands (U.S.),0.00605167202858498
VNM,1981,36591440.6,55627000,East Asia & Pacific,Viet Nam,0.6578
VUT,1981,20360.9,119000,East Asia & Pacific,Vanuatu,0.1711
YEM,1981,936174,8434000,Middle East & North Africa,"Yemen, Rep.",0.111
ZAF,1981,8729384.7,30533000,Sub-Saharan Africa,South Africa,0.2859
ZMB,1981,3197521.8,6094000,Sub-Saharan Africa,Zambia,0.5247
ZWE,1981,1116286.4,7432000,Sub-Saharan Africa,Zimbabwe,0.1502
ABW,1982,374.456141615259,61000,Other High Income Countries,Aruba,0.00613862527238129
AFG,1982,7367088.06364872,12750000,South Asia,Afghanistan,0.577810828521469
AGO,1982,1653853.2,9582000,Sub-Saharan Africa,Angola,0.1726
ALB,1982,11430.8,2788000,Europe & Central Asia,Albania,0.0041
AND,1982,245.545010895252,40000,Other High Income Countries,Andorra,0.00613862527238129
ARE,1982,0,1189000,Other High Income Countries,United Arab Emirates,0
ARG,1982,150567,24285000,Latin America & Caribbean,Argentina,0.0062
ARM,1982,85599.2,3194000,Europe & Central Asia,Armenia,0.0268
ASM,1982,208.713259260964,34000,Other High Income Countries,American Samoa,0.00613862527238129
ATG,1982,441.981019611453,72000,Other High Income Countries,Antigua and Barbuda,0.00613862527238129
AUS,1982,150410,15041000,Other High Income Countries,Australia,0.01
AUT,1982,17484.6,7602000,Other High Income Countries,Austria,0.0023
AZE,1982,155550.5,6349000,Europe & Central Asia,Azerbaijan,0.0245
BDI,1982,3506206,4334000,Sub-Saharan Africa,Burundi,0.809
BEL,1982,23736,9890000,Other High Income Countries,Belgium,0.0024
BEN,1982,2327340,3928000,Sub-Saharan Africa,Benin,0.5925
BFA,1982,5915371.2,7158000,Sub-Saharan Africa,Burkina Faso,0.8264
BGD,1982,33250306.2,86007000,South Asia,Bangladesh,0.3866
BGR,1982,5358.6,8931000,Europe & Central Asia,Bulgaria,6e-04
BHR,1982,2369.50935513918,386000,Other High Income Countries,Bahrain,0.00613862527238129
BHS,1982,1350.49755992388,220000,Other High Income Countries,"Bahamas, The",0.00613862527238129
BIH,1982,38811.5,4265000,Europe & Central Asia,Bosnia and Herzegovina,0.0091
BLR,1982,25394.2,9767000,Europe & Central Asia,Belarus,0.0026
BLZ,1982,47112,151000,Latin America & Caribbean,Belize,0.312
BMU,1982,356.040265798115,58000,Other High Income Countries,Bermuda,0.00613862527238129
BOL,1982,919596,5835000,Latin America & Caribbean,Bolivia,0.1576
BRA,1982,31000457.4,126947000,Latin America & Caribbean,Brazil,0.2442
BRB,1982,1553.07219391247,253000,Other High Income Countries,Barbados,0.00613862527238129
BRN,1982,1264.55680611055,206000,Other High Income Countries,Brunei Darussalam,0.00613862527238129
BTN,1982,243730.5,431000,South Asia,Bhutan,0.5655
BWA,1982,509486,1076000,Sub-Saharan Africa,Botswana,0.4735
CAF,1982,1901334,2419000,Sub-Saharan Africa,Central African Republic,0.786
CAN,1982,185303.4,25041000,Other High Income Countries,Canada,0.0074
CHE,1982,44387,6341000,Other High Income Countries,Switzerland,0.007
CHI,1982,798.021285409568,130000,Other High Income Countries,Channel Islands,0.00613862527238129
CHL,1982,2007244.8,11616000,Latin America & Caribbean,Chile,0.1728
CHN,1982,915121780.8,1022254000,East Asia & Pacific,China,0.8952
CIV,1982,650335.5,9045000,Sub-Saharan Africa,Cote d'Ivoire,0.0719
CMR,1982,3091740.8,9158000,Sub-Saharan Africa,Cameroon,0.3376
COD,1982,19418530.2,27717000,Sub-Saharan Africa,"Congo, Dem. Rep.",0.7006
COG,1982,830930.9,1951000,Sub-Saharan Africa,"Congo, Rep.",0.4259
COL,1982,3802537,29027000,Latin America & Caribbean,Colombia,0.131
COM,1982,46335.9,327000,Sub-Saharan Africa,Comoros,0.1417
CPV,1982,167121.9,297000,Sub-Saharan Africa,Cabo Verde,0.5627
CRI,1982,659745.7,2521000,Latin America & Caribbean,Costa Rica,0.2617
CUB,1982,1592094.47338596,9926000,Latin America & Caribbean,Cuba,0.160396380554701
CUW,1982,914.655165584813,149000,Other High Income Countries,Curacao,0.00613862527238129
CYM,1982,104.356629630482,17000,Other High Income Countries,Cayman Islands,0.00613862527238129
CYP,1982,1245.6,692000,Other High Income Countries,Cyprus,0.0018
CZE,1982,0,10366000,Europe & Central Asia,Czechia,0
DEU,1982,0,77945000,Other High Income Countries,Germany,0
DJI,1982,31955,385000,Middle East & North Africa,Djibouti,0.083
DMA,1982,12029.7285416026,75000,Latin America & Caribbean,Dominica,0.160396380554701
DNK,1982,25615,5123000,Other High Income Countries,Denmark,0.005
DOM,1982,405469.3,6079000,Latin America & Caribbean,Dominican Republic,0.0667
DZA,1982,763332.5,20575000,Middle East & North Africa,Algeria,0.0371
ECU,1982,1535079.7,8393000,Latin America & Caribbean,Ecuador,0.1829
EGY,1982,5018316,46380000,Middle East & North Africa,"Egypt, Arab Rep.",0.1082
ERI,1982,1302687.99061456,2526000,Sub-Saharan Africa,Eritrea,0.515711793592464
ESP,1982,149405.1,38309000,Other High Income Countries,Spain,0.0039
EST,1982,10600.3,1493000,Europe & Central Asia,Estonia,0.0071
ETH,1982,22991516.7,37137000,Sub-Saharan Africa,Ethiopia,0.6191
FIN,1982,0,4835000,Other High Income Countries,Finland,0
FJI,1982,21843.6,668000,East Asia & Pacific,Fiji,0.0327
FRA,1982,218188,54547000,Other High Income Countries,France,0.004
FRO,1982,276.238137257158,45000,Other High Income Countries,Faroe Islands,0.00613862527238129
GAB,1982,26921.7,767000,Sub-Saharan Africa,Gabon,0.0351
GBR,1982,0,56296000,Other High Income Countries,United Kingdom,0
GEO,1982,0,5085000,Europe & Central Asia,Georgia,0
GHA,1982,7086947.2,11488000,Sub-Saharan Africa,Ghana,0.6169
GIB,1982,184.158758171439,30000,Other High Income Countries,Gibraltar,0.00613862527238129
GIN,1982,4127141.8,4691000,Sub-Saharan Africa,Guinea,0.8798
GMB,1982,475178.4,648000,Sub-Saharan Africa,"Gambia, The",0.7333
GNB,1982,393342.6,833000,Sub-Saharan Africa,Guinea-Bissau,0.4722
GNQ,1982,150072.131935407,291000,Sub-Saharan Africa,Equatorial Guinea,0.515711793592464
GRC,1982,170589.6,9804000,Other High Income Countries,Greece,0.0174
GRD,1982,2734.2,93000,Latin America & Caribbean,Grenada,0.0294
GRL,1982,313.069888891446,51000,Other High Income Countries,Greenland,0.00613862527238129
GTM,1982,3413364.5,7655000,Latin America & Caribbean,Guatemala,0.4459
GUM,1982,669.110154689561,109000,Other High Income Countries,Guam,0.00613862527238129
GUY,1982,229457.8,781000,Latin America & Caribbean,Guyana,0.2938
HKG,1982,31356.0978913237,5108000,Other High Income Countries,"Hong Kong SAR, China",0.00613862527238129
HND,1982,1684076.6,3911000,Latin America & Caribbean,Honduras,0.4306
HRV,1982,1858.4,4646000,Europe & Central Asia,Croatia,4e-04
HTI,1982,3168592,5956000,Latin America & Caribbean,Haiti,0.532
HUN,1982,6430.2,10717000,Europe & Central Asia,Hungary,6e-04
IDN,1982,119000521.2,154506000,East Asia & Pacific,Indonesia,0.7702
IMN,1982,386.733392160021,63000,Other High Income Countries,Isle of Man,0.00613862527238129
IND,1982,428797450,729868000,South Asia,India,0.5875
IRL,1982,34709.4,3506000,Other High Income Countries,Ireland,0.0099
IRN,1982,3807164.7,41883000,Middle East & North Africa,"Iran, Islamic Rep.",0.0909
IRQ,1982,154486.6,14438000,Middle East & North Africa,Iraq,0.0107
ISL,1982,93.2,233000,Other High Income Countries,Iceland,4e-04
ISR,1982,3883,3883000,Other High Income Countries,Israel,0.001
ITA,1982,0,56717000,Other High Income Countries,Italy,0
JAM,1982,112023.6,2236000,Latin America & Caribbean,Jamaica,0.0501
JOR,1982,0,2560000,Middle East & North Africa,Jordan,0
JPN,1982,861228,119615000,Other High Income Countries,Japan,0.0072
KAZ,1982,542686.4,15244000,Europe & Central Asia,Kazakhstan,0.0356
KEN,1982,4669204,17560000,Sub-Saharan Africa,Kenya,0.2659
KGZ,1982,506202.6,3758000,Europe & Central Asia,Kyrgyz Republic,0.1347
KHM,1982,5583873.45246468,6918000,East Asia & Pacific,Cambodia,0.80715140972314
KIR,1982,5947.5,61000,East Asia & Pacific,Kiribati,0.0975
KNA,1982,263.960886712396,43000,Other High Income Countries,St. Kitts and Nevis,0.00613862527238129
KOR,1982,1175400,39180000,Other High Income Countries,"Korea, Rep.",0.03
KWT,1982,9275.46278656813,1511000,Other High Income Countries,Kuwait,0.00613862527238129
LAO,1982,1145116.7,3401000,East Asia & Pacific,Lao PDR,0.3367
LBN,1982,12107.2,2632000,Middle East & North Africa,Lebanon,0.0046
LBR,1982,162153.6,2032000,Sub-Saharan Africa,Liberia,0.0798
LBY,1982,296929.972316023,3481000,Middle East & North Africa,Libya,0.0853001931387597
LCA,1982,85280.8,121000,Latin America & Caribbean,St. Lucia,0.7048
LIE,1982,165.742882354295,27000,Other High Income Countries,Liechtenstein,0.00613862527238129
LKA,1982,3237026.4,15503000,South Asia,Sri Lanka,0.2088
LSO,1982,753632.1,1377000,Sub-Saharan Africa,Lesotho,0.5473
LTU,1982,0,3481000,Europe & Central Asia,Lithuania,0
LUX,1982,0,365000,Other High Income Countries,Luxembourg,0
LVA,1982,0,2540000,Europe & Central Asia,Latvia,0
MAC,1982,1540.7949433677,251000,Other High Income Countries,"Macao SAR, China",0.00613862527238129
MAR,1982,2977967.2,21016000,Middle East & North Africa,Morocco,0.1417
MCO,1982,171.881507626676,28000,Other High Income Countries,Monaco,0.00613862527238129
MDA,1982,103886,4090000,Europe & Central Asia,Moldova,0.0254
MDG,1982,5482225.8,9234000,Sub-Saharan Africa,Madagascar,0.5937
MDV,1982,56474,170000,South Asia,Maldives,0.3322
MEX,1982,5445150,72602000,Latin America & Caribbean,Mexico,0.075
MHL,1982,1699.5,33000,East Asia & Pacific,Marshall Islands,0.0515
MKD,1982,0,1955000,Europe & Central Asia,North Macedonia,0
MLI,1982,6496268.4,7388000,Sub-Saharan Africa,Mali,0.8793
MLT,1982,2414,340000,Other High Income Countries,Malta,0.0071
MMR,1982,27382695.6,34918000,East Asia & Pacific,Myanmar,0.7842
MNE,1982,1011.5,595000,Europe & Central Asia,Montenegro,0.0017
MNG,1982,243230.4,1778000,East Asia & Pacific,Mongolia,0.1368
MNP,1982,128.911130720007,21000,Other High Income Countries,Northern Mariana Islands,0.0061386252723813
MOZ,1982,10327602,12410000,Sub-Saharan Africa,Mozambique,0.8322
MRT,1982,652600,1625000,Sub-Saharan Africa,Mauritania,0.4016
MUS,1982,61911.4,989000,Sub-Saharan Africa,Mauritius,0.0626
MWI,1982,4025239.5,6485000,Sub-Saharan Africa,Malawi,0.6207
MYS,1982,687325,14470000,East Asia & Pacific,Malaysia,0.0475
NAM,1982,512116.5,1057000,Sub-Saharan Africa,Namibia,0.4845
NCL,1982,920.793790857194,150000,Other High Income Countries,New Caledonia,0.00613862527238129
NER,1982,4650152,6344000,Sub-Saharan Africa,Niger,0.733
NGA,1982,32778826.3,77473000,Sub-Saharan Africa,Nigeria,0.4231
NIC,1982,425033.2,3436000,Latin America & Caribbean,Nicaragua,0.1237
NLD,1982,65757,14295000,Other High Income Countries,Netherlands,0.0046
NOR,1982,9457.6,4112000,Other High Income Countries,Norway,0.0023
NPL,1982,11418081.2,15607000,South Asia,Nepal,0.7316
NZL,1982,19569.9373683516,3188000,Other High Income Countries,New Zealand,0.0061386252723813
OMN,1982,7918.82660137187,1290000,Other High Income Countries,Oman,0.00613862527238129
PAK,1982,60957303,83446000,South Asia,Pakistan,0.7305
PAN,1982,165920,2074000,Latin America & Caribbean,Panama,0.08
PER,1982,559538.2,18226000,Latin America & Caribbean,Peru,0.0307
PHL,1982,10990145.5,50069000,East Asia & Pacific,Philippines,0.2195
PLW,1982,10492.9683264008,13000,East Asia & Pacific,Palau,0.80715140972314
PNG,1982,2101543.5,3495000,East Asia & Pacific,Papua New Guinea,0.6013
POL,1982,76055.7,36217000,Europe & Central Asia,Poland,0.0021
PRI,1982,20067.1660154145,3269000,Other High Income Countries,Puerto Rico,0.00613862527238129
PRK,1982,14535182.5862943,18008000,East Asia & Pacific,"Korea, Dem. People's Rep.",0.80715140972314
PRT,1982,151852.5,9925000,Other High Income Countries,Portugal,0.0153
PRY,1982,57895.2,3366000,Latin America & Caribbean,Paraguay,0.0172
PSE,1982,26383.5,1599000,Middle East & North Africa,West Bank and Gaza,0.0165
